h3_cell,hex_emb,cluster
89118172dabffff,"[ 9.27948143e-02  2.88564780e-01  2.62228871e-01 -4.15951965e-01
  1.10450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01 -3.22953544e-01  6.74520070e-02
  5.69961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  2.70364830e-01  3.99813014e-01  6.28222388e-01  4.37875010e-01
  6.46239508e-01  3.03660766e-01  5.67452007e-01  4.16130641e-01
  9.46438960e-02  5.59307737e-01  4.00099726e-01 -8.39607745e-02
  4.44278235e-02  3.17310729e-01  2.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  4.48794980e-01 -2.66699909e-01  7.50000000e-01
  3.22396742e-01  4.19043464e-01  2.26502119e-01 -3.40729660e-02
 -2.58613812e-01  5.93484584e-01  2.85722596e-01  3.52592870e-01
  4.96634256e-01 -1.27121250e-01 -1.14971329e-01  3.04828389e-02
  2.65935344e-04 -1.80590875e-01 -1.01624699e-01 -2.42391756e-01
  1.70447935e-01  9.30316629e-02  2.99177263e-04 -6.15287127e-01
  3.07770298e-01 -1.79381700e-02 -4.63138868e-01  7.20934098e-02
  2.80391424e-01 -5.18220726e-01  1.55617884e-01 -1.49048450e-02
  2.53760492e-01  3.10346547e-01  3.33541095e-02  3.11992022e-01
  4.78895537e-01  6.36582731e-01 -2.98263110e-02  1.57691349e-02
 -6.30914984e-01  1.78841519e-01  1.70157068e-02  3.42350204e-02
  2.05983545e-01]",1
89118172dafffff,"[ 9.27948143e-02  4.55231447e-01  9.55622039e-02 -2.77063077e-01
  3.04894872e-01  4.97157816e-01  3.93243580e-01 -1.61688689e-01
  2.92695089e-02  1.63408959e-01 -1.56286878e-01  2.06340896e-01
  3.75517327e-01  4.15557218e-01  2.40231031e-01  0.00000000e+00
  4.92587052e-01  5.38701903e-01  5.72666833e-01  6.32319455e-01
  4.79572841e-01  1.64771877e-01  3.73007563e-01 -8.38693593e-02
  2.89088340e-01  4.75974404e-01  1.77877504e-01 -8.39607745e-02
 -1.11277321e-02  9.50885066e-02  5.52231364e-02  5.74835868e-02
  4.22097565e-01  8.72517244e-02 -4.21175102e-02  3.77802709e-01
  3.71519987e-01  6.43239425e-01  3.99966758e-01  1.11111111e-01
  2.66841187e-01  4.46821242e-01  3.93168786e-01  1.88149256e-01
 -3.69724923e-01  3.71262362e-01  1.74611485e-01 -6.40737971e-02
  1.63300922e-01 -9.93434721e-02  2.39175600e-02 -2.50727167e-02
  2.65935344e-04 -1.52813097e-01  3.72641901e-02 -1.86836200e-01
 -1.07329843e-01  4.54142774e-01 -1.10811934e-01 -1.98620460e-01
 -2.47785257e-01 -1.56827059e-01 -1.02027757e-01  2.94315632e-01
  1.97058090e-01  6.51126070e-02  1.83395662e-01  6.84284883e-02
  5.31538270e-01  8.81243248e-02  6.11318873e-02 -2.43563534e-01
  5.06673315e-01  4.69916064e-01 -1.40937422e-01 -1.78675310e-01
 -2.97581650e-01  1.21748525e-02 -2.88539849e-01 -3.26876091e-01
  2.05983545e-01]",0
89118172db3ffff,"[ 9.27948143e-02 -2.11435220e-01 -7.37771129e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01 -4.40089753e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01 -8.22953544e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01 -8.38693593e-02
  8.44643896e-01  8.09307737e-01  4.00099726e-01 -5.83960775e-01
  4.44278235e-02  3.17310729e-01 -2.22554641e-01 -7.75849747e-01
 -5.22346879e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01 -2.73497881e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01 -3.97407130e-01
 -5.03365744e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.42391756e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01 -5.94382116e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
89118172dbbffff,"[ 9.27948143e-02 -2.11435220e-01  6.22288706e-02 -6.65951965e-01
  2.60450428e-01  5.52713372e-01  1.59910247e-01 -2.83553561e-02
  2.92695089e-02  1.30075625e-01 -2.22953544e-01  1.74520070e-02
  6.19961772e-01  5.26668329e-01  2.29119920e-01  0.00000000e+00
 -2.96351699e-02  6.49813014e-01  2.28222388e-01  2.87875010e-01
  6.46239508e-01  1.53660766e-01  4.17452007e-01  3.16130641e-01
  4.46438960e-02  6.09307737e-01  2.00099726e-01  1.60392255e-02
  4.44278235e-02  3.17310729e-01 -2.25546414e-02 -1.75849747e-01
  7.76531206e-02  5.39183911e-02 -1.31006399e-01  2.55580487e-01
  2.27075542e-01  9.87949805e-02 -6.66999086e-02  0.00000000e+00
  3.22396742e-01  2.69043464e-01 -2.73497881e-01  1.65927034e-01
 -1.58613812e-01  5.93484584e-01  1.85722596e-01  2.59286961e-03
  2.96634256e-01  1.22878750e-01 -4.64971329e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -5.42391756e-01
  1.70447935e-01  6.43031663e-01  2.99177263e-04 -6.52871271e-02
  1.07770298e-01 -1.67938170e-01 -5.13138868e-01  5.72093410e-01
  5.30391424e-01 -1.68220726e-01 -1.94382116e-01 -6.49048450e-02
  5.53760492e-01  3.10346547e-01  8.33541095e-02  3.11992022e-01
  7.28895537e-01  2.36582731e-01  4.70173689e-01  6.57691349e-02
 -2.30914984e-01  1.78841519e-01 -1.32984293e-01  2.84235020e-01
 -1.94016455e-01]",0
89118172dc3ffff,"[-1.57205186e-01  2.88564780e-01  1.22288706e-02 -1.65951965e-01
  6.10450428e-01  5.52713372e-01  3.09910247e-01 -3.28355356e-01
  2.92695089e-02 -4.19924375e-01  1.77046456e-01  8.17452007e-01
  5.69961772e-01  5.26668329e-01  1.29119920e-01  0.00000000e+00
  5.20364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  3.03660766e-01  3.17452007e-01  4.16130641e-01
  3.44643896e-01 -1.90692263e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  6.73107288e-02  2.77445359e-01  2.24150253e-01
 -2.23468794e-02  3.91839109e-03 -1.81006399e-01  4.05580487e-01
  4.27075542e-01  6.98794980e-01  4.83300091e-01  2.50000000e-01
  3.22396742e-01  6.69043464e-01  4.76502119e-01  2.15927034e-01
 -5.08613812e-01  5.93484584e-01  2.85722596e-01 -1.47407130e-01
  4.96634256e-01 -1.27121250e-01 -3.64971329e-01 -2.19517161e-01
  2.65935344e-04  6.94091249e-02 -3.51624699e-01 -2.42391756e-01
 -7.95520652e-02 -1.56968337e-01  2.99177263e-04  1.34712873e-01
  5.77702983e-02 -5.17938170e-01  3.68611319e-02  3.22093410e-01
  2.80391424e-01 -2.68220726e-01 -9.43821158e-02  4.85095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  6.19920219e-02
  4.78895537e-01  3.86582731e-01 -2.79826311e-01  1.57691349e-02
  1.19085016e-01 -7.11584808e-02 -2.32984293e-01 -2.15764980e-01
  2.05983545e-01]",1
89118172dc7ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02 -6.69924375e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  9.16130641e-01
 -1.55356104e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
 -5.22346879e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  0.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01 -8.64971329e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01 -7.67938170e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01 -7.32984293e-01  2.84235020e-01
  2.05983545e-01]",2
89118172dcbffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01 -3.12124990e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  9.16130641e-01
 -1.55356104e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01 -7.46081609e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
89118172dcfffff,"[-7.38718524e-02  4.55231447e-01 -7.11044627e-02 -1.65951965e-01
  6.93783761e-01  5.52713372e-01  2.26576913e-01  1.71644644e-01
  2.92695089e-02  1.63408959e-01  1.03797889e-02  6.50785340e-01
  6.53295105e-01  5.26668329e-01  4.62453254e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  3.12906175e-01  5.53660766e-01  8.17452007e-01  7.49463974e-01
  6.77977229e-01  6.42641070e-01  6.67663924e-02  8.27058921e-02
  4.44278235e-02  3.17310729e-01 -2.22554641e-01  2.24150253e-01
  1.44319787e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  8.33333333e-01
  3.22396742e-01  6.69043464e-01  7.26502119e-01  2.99260367e-01
 -2.58613812e-01  5.93484584e-01  2.85722596e-01 -3.97407130e-01
  3.29967589e-01  1.22878750e-01 -1.98304662e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.57250893e-02
  1.70447935e-01  6.76364996e-01  2.99177263e-04  1.34712873e-01
  1.41103632e-01 -1.01271503e-01  2.86861132e-01  7.20934098e-02
  3.63724757e-01  6.51126070e-02  4.05617884e-01  4.01761822e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  1.45325355e-01
  7.28895537e-01  6.36582731e-01  3.03507022e-01  2.65769135e-01
  3.57516829e-02  1.21748525e-02 -6.63176265e-02 -4.90983130e-02
  2.05983545e-01]",2
89118172dd3ffff,"[-1.57205186e-01  5.38564780e-01  2.62228871e-01 -1.65951965e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  8.00756254e-02  1.77046456e-01  8.17452007e-01
  5.69961772e-01  5.26668329e-01  1.29119920e-01  0.00000000e+00
  5.20364830e-01  6.49813014e-01  3.78222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  5.67452007e-01  4.16130641e-01
  3.44643896e-01  5.59307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01 -2.58497465e-02
  2.27653121e-01  2.53918391e-01 -1.81006399e-01  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  5.00000000e-01
  7.23967423e-02  4.19043464e-01  7.26502119e-01  7.15927034e-01
 -8.61381202e-03  5.93484584e-01  5.35722596e-01  3.52592870e-01
  4.96634256e-01  1.22878750e-01 -1.14971329e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02 -1.01624699e-01  2.57608244e-01
  1.70447935e-01  5.93031663e-01  2.99177263e-04  1.34712873e-01
 -1.92229702e-01 -1.79381700e-02  2.86861132e-01  5.72093410e-01
  2.80391424e-01  2.31779274e-01 -5.94382116e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  1.36582731e-01 -2.98263110e-02  2.65769135e-01
  3.69085016e-01  1.78841519e-01  1.70157068e-02  2.84235020e-01
 -4.40164547e-02]",2
89118172dd7ffff,"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan]",1
89118172ddbffff,"[ 9.27948143e-02  5.38564780e-01  2.62228871e-01  8.40480346e-02
  8.60450428e-01  5.52713372e-01  5.59910247e-01 -5.78355356e-01
  2.92695089e-02 -1.69924375e-01  1.77046456e-01  3.17452007e-01
  3.19961772e-01  5.26668329e-01  3.79119920e-01  0.00000000e+00
  2.70364830e-01  6.49813014e-01  1.28222388e-01  6.87875010e-01
  6.46239508e-01  3.03660766e-01  6.74520070e-02 -8.38693593e-02
  5.94643896e-01  5.59307737e-01  4.00099726e-01 -8.39607745e-02
  4.44278235e-02  3.17310729e-01  2.77445359e-01 -2.58497465e-02
 -2.23468794e-02  2.53918391e-01 -1.81006399e-01  6.55580487e-01
  4.27075542e-01  4.48794980e-01  2.33300091e-01  5.00000000e-01
  3.22396742e-01  4.19043464e-01  2.26502119e-01  4.65927034e-01
 -2.58613812e-01  5.93484584e-01  3.57225962e-02  1.02592870e-01
  4.96634256e-01 -1.27121250e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04 -1.80590875e-01 -1.01624699e-01 -2.42391756e-01
 -3.29552065e-01  3.43031663e-01  2.99177263e-04 -1.15287127e-01
 -1.92229702e-01 -2.67938170e-01 -2.13138868e-01  5.72093410e-01
  2.80391424e-01 -5.18220726e-01  1.55617884e-01 -1.49048450e-02
  5.03760492e-01  6.03465470e-02  2.83354110e-01  6.19920219e-02
  4.78895537e-01  1.36582731e-01  2.20173689e-01 -2.34230865e-01
 -1.30914984e-01 -7.11584808e-02  2.67015707e-01  3.42350204e-02
  2.05983545e-01]",1
89118172e03ffff,"[-3.22051857e-02  4.13564780e-01 -1.12771129e-01 -1.65951965e-01
  7.35450428e-01  3.02713372e-01  1.84910247e-01  1.71644644e-01
 -9.57304911e-02 -1.69924375e-01 -7.29535444e-02  5.67452007e-01
  5.69961772e-01  5.26668329e-01  4.11992022e-03  0.00000000e+00
  2.03648301e-02  1.49813014e-01  3.78222388e-01  4.37875010e-01
  3.96239508e-01 -7.13392338e-02  3.17452007e-01 -8.38693593e-02
  3.44643896e-01  5.93077371e-02  2.50997258e-02  4.10392255e-02
 -8.05721765e-02 -5.76892712e-02  5.27445359e-01  9.91502535e-02
  1.02653121e-01 -1.21081609e-01  6.89936009e-02  1.55580487e-01
  1.77075542e-01  5.73794980e-01  6.08300091e-01  5.00000000e-01
  1.97396742e-01  5.44043464e-01  6.01502119e-01  7.15927034e-01
  2.41386188e-01  5.93484584e-01  3.57225962e-02  3.52592870e-01
  1.21634256e-01 -2.12124990e-03 -3.64971329e-01 -9.45171611e-02
  2.65935344e-04 -5.55908751e-02  2.33753013e-02 -4.92391756e-01
 -2.04552065e-01  4.68031663e-01  2.99177263e-04  9.71287293e-03
  1.82770298e-01 -2.67938170e-01 -2.13138868e-01  4.47093410e-01
  1.55391424e-01 -1.82207263e-02  1.55617884e-01  7.35095155e-01
  5.03760492e-01  6.03465470e-02  3.33541095e-02 -3.13007978e-01
  6.03895537e-01  2.61582731e-01 -1.54826311e-01  1.57691349e-02
  1.19085016e-01 -7.11584808e-02 -4.82984293e-01 -2.15764980e-01
  2.05983545e-01]",1
89118172e07ffff,"[-2.72051857e-02  4.68564780e-01  2.02228871e-01 -6.59519654e-02
  3.20450428e-01  4.92713372e-01  4.59910247e-01  9.16446439e-02
 -9.07304911e-02 -4.99243746e-02 -1.62953544e-01  4.17452007e-01
  5.19961772e-01  5.06668329e-01  1.89119920e-01 -2.00000000e-02
  4.50364830e-01  5.49813014e-01  5.08222388e-01  5.87875010e-01
  4.06239508e-01  2.13660766e-01  4.57452007e-01 -8.38693593e-02
  3.44643896e-01  3.49307737e-01  1.40099726e-01 -1.03960775e-01
 -7.55721765e-02  1.17310729e-01  2.17445359e-01  8.41502535e-02
  1.57653121e-01  7.39183911e-02 -1.10063991e-02  1.55580487e-01
  2.27075542e-01  6.38794980e-01  5.33300091e-01  2.60000000e-01
  2.82396742e-01  5.69043464e-01  3.86502119e-01  2.45927034e-01
 -5.86138120e-02  4.53484584e-01  3.25722596e-01  6.25928696e-02
  1.56634256e-01 -7.71212499e-02 -6.49713288e-02 -2.95171611e-02
  2.65935344e-04 -1.10590875e-01  2.83753013e-02 -1.82391756e-01
 -1.49552065e-01  4.03031663e-01 -1.97008227e-02  1.47128729e-02
  1.47770298e-01 -1.07938170e-01 -2.13138868e-01  4.12093410e-01
  2.90391424e-01 -8.82207263e-02  1.45617884e-01  3.55095155e-01
  5.13760492e-01  1.90346547e-01  1.23354110e-01  3.19920219e-02
  6.28895537e-01  4.16582731e-01 -9.82631098e-03 -1.14230865e-01
 -7.09149838e-02  3.88415192e-02 -7.29842932e-02 -1.55764980e-01
  2.59835453e-02]",0
89118172e0bffff,"[ 9.27948143e-02  5.02850494e-01  1.19371728e-01 -9.45233940e-02
  7.17593285e-01  5.52713372e-01  4.17053104e-01  2.87875010e-02
 -1.13587634e-01  4.43613396e-02 -2.51524973e-01  6.74594864e-01
  5.34247486e-01  5.26668329e-01 -2.28022937e-01  0.00000000e+00
  3.41793401e-01  5.06955871e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  1.25089338e-01  3.88880578e-01 -8.38693593e-02
  1.30358182e-01  3.80736308e-01  1.14385440e-01 -4.41103632e-01
  4.44278235e-02  1.74453586e-01  4.91731073e-01 -6.15640322e-02
  1.91938835e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  4.28571429e-01
  3.22396742e-01  2.40472035e-01  4.40787833e-01  8.23069891e-01
 -4.43280977e-02  5.93484584e-01  3.57151168e-01  3.16878584e-01
  6.80628272e-02  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -5.99534613e-01
 -1.15266351e-01  4.14460234e-01 -1.42557966e-01 -8.14426992e-03
  1.64913155e-01  2.32061830e-01  1.44003989e-01  2.86379124e-01
  5.30391424e-01  8.89221308e-02  1.19903598e-01  5.92238012e-01
  7.53760492e-01  1.67489404e-01  1.40496967e-01  1.69134879e-01
  5.86038394e-01  4.93725588e-01 -3.86969168e-01  1.22911992e-01
  8.33707305e-02 -1.06872767e-01 -1.86985789e-02  1.41377878e-01
  2.05983545e-01]",1
89118172e0fffff,"[-5.24440143e-03  4.55231447e-01  1.83797498e-01 -1.75755887e-01
  5.27117095e-01  4.93889842e-01  4.61871031e-01  1.47818988e-02
  9.66166571e-03  1.92820723e-01  2.01837105e-02  4.25295144e-01
  4.47412752e-01  5.07060486e-01  1.38923842e-01  0.00000000e+00
  3.78207967e-01  4.92950269e-01  4.71359643e-01  5.31012265e-01
  3.91337547e-01  2.20327433e-01  3.66471615e-01  5.33855427e-02
  2.95624288e-01  4.56366561e-01  1.45197765e-01 -1.52588226e-01
  5.21213721e-03  1.21232297e-01  2.67641437e-01  8.68953515e-02
  2.22751160e-01  1.36271332e-01  2.97779147e-02  1.45776565e-01
  3.09428483e-01  6.00755765e-01  4.98005974e-01  2.94117647e-01
  2.43965370e-01  5.12180719e-01  3.93168786e-01 -3.40729660e-02
 -9.19471454e-02  4.95445368e-01  4.06245570e-02  1.12396791e-01
  2.22124452e-01  4.44473776e-02 -4.14419171e-02 -2.83406906e-02
  2.65935344e-04 -1.07061463e-01 -4.77031301e-02  8.11376558e-02
 -4.52383397e-02  4.50874800e-01 -1.93086659e-02  3.66736572e-02
 -5.95519185e-03 -8.16636602e-02 -1.44511417e-01  4.54446351e-01
  2.75489463e-01  1.60929992e-02  1.70323767e-01  1.86075547e-01
  4.40035002e-01  1.92699488e-01  1.46099208e-01 -6.05569977e-02
  6.30856322e-01  2.83641554e-01 -1.18061605e-01  1.08671741e-02
 -3.46400340e-03  6.11944603e-02 -1.83964685e-01 -4.90983130e-02
  6.87286433e-02]",1
89118172e13ffff,"[-7.38718524e-02  2.88564780e-01 -1.54437796e-01 -5.82618632e-01
  5.27117095e-01  3.86046705e-01  5.99102468e-02  8.83113106e-02
 -1.37397158e-01  1.63408959e-01 -2.39620211e-01  4.84118674e-01
  3.19961772e-01  5.26668329e-01 -2.87546746e-01  0.00000000e+00
  1.03698163e-01  6.64796809e-02  4.61555722e-01  5.21208344e-01
  6.46239508e-01 -2.96725671e-02  4.00785340e-01 -5.36025929e-04
 -1.55356104e-01  5.93077371e-02  6.67663924e-02 -4.17294108e-01
  4.44278235e-02  1.50644062e-01  1.10778692e-01 -2.58497465e-02
 -2.23468794e-02  1.70585058e-01  6.89936009e-02 -1.10861797e-02
  4.27075542e-01  6.15461647e-01  4.83300091e-01  3.33333333e-01
  2.39063409e-01  4.19043464e-01  3.09835453e-01  4.65927034e-01
  7.47195213e-02  5.10151251e-01 -4.76107371e-02  2.69259536e-01
  1.63300922e-01  1.22878750e-01 -1.98304662e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02 -1.82913654e-02 -4.92391756e-01
 -4.12885398e-01 -7.36350037e-02  2.99177263e-04 -3.19537937e-02
 -2.55630350e-02 -1.01271503e-01 -2.13138868e-01  3.22093410e-01
  3.63724757e-01 -1.82207263e-02 -1.10487825e-02  5.68428488e-01
  6.70427159e-01  2.27013214e-01 -4.99792238e-02 -5.21341311e-01
  5.62228871e-01  1.36582731e-01 -2.79826311e-01  1.57691349e-02
 -1.30914984e-01 -7.11584808e-02 -4.82984293e-01 -2.15764980e-01
  1.22650212e-01]",0
89118172e17ffff,"[-2.40538519e-01  4.55231447e-01  2.62228871e-01 -2.21507521e-01
  6.38228206e-01  5.52713372e-01  4.48799136e-01  1.71644644e-01
  2.92695089e-02  2.18964514e-01 -2.67397989e-01  4.84118674e-01
  8.19961772e-01  4.15557218e-01 -2.59768969e-01  0.00000000e+00
  2.14809274e-01  3.16479681e-01  6.28222388e-01  4.65652788e-01
  3.12906175e-01  2.20327433e-01  3.73007563e-01 -8.38693593e-02
  2.89088340e-01  1.42641070e-01  1.77877504e-01 -2.50627441e-01
  4.44278235e-02  9.50885066e-02  4.44112025e-01  1.92803125e-03
  1.44319787e-01  1.42807280e-01 -4.21175102e-02 -1.22197291e-01
  4.27075542e-01  5.87683869e-01  5.11077869e-01  5.55555556e-01
  3.22396742e-01  3.35710130e-01  5.04279897e-01  2.99260367e-01
 -9.19471454e-02  5.93484584e-01  4.52389263e-01  2.69259536e-01
  1.63300922e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04 -4.17019862e-02  3.72641901e-02 -2.97947312e-01
 -2.73996510e-01  6.20809441e-01  2.99177263e-04  2.36017618e-02
  1.96659187e-01  1.20950719e-01  6.46389097e-02  5.72093410e-01
  1.97058090e-01  9.55705144e-03 -3.88265603e-02  5.12872933e-01
  5.31538270e-01  3.10346547e-01  2.83354110e-01  8.97697997e-02
  5.06673315e-01  8.10271753e-02 -3.07604089e-01 -2.89786421e-01
  3.57516829e-02  6.77304080e-02  4.47934846e-02 -1.60209424e-01
  9.48724341e-02]",1
89118172e1bffff,"[ 9.27948143e-02  3.88564780e-01  6.22288706e-02 -2.65951965e-01
  6.60450428e-01  5.52713372e-01  2.59910247e-01  7.16446439e-02
 -7.07304911e-02  3.00756254e-02 -1.22953544e-01  6.17452007e-01
  6.19961772e-01  5.26668329e-01 -7.08800798e-02  0.00000000e+00
  3.70364830e-01  3.49813014e-01  5.28222388e-01  5.87875010e-01
  6.46239508e-01  2.53660766e-01  4.17452007e-01 -8.38693593e-02
  1.44643896e-01  2.09307737e-01  4.00099726e-01 -8.39607745e-02
  4.44278235e-02  3.17310729e-01  1.77445359e-01 -7.58497465e-02
  7.76531206e-02  2.53918391e-01 -3.10063991e-02  3.55580487e-01
  4.27075542e-01  6.98794980e-01  6.33300091e-01  2.00000000e-01
  3.22396742e-01  4.69043464e-01  4.26502119e-01  2.65927034e-01
 -5.86138120e-02  4.93484584e-01  1.85722596e-01  5.02592870e-01
  1.96634256e-01  1.22878750e-01 -2.64971329e-01 -1.69517161e-01
  2.65935344e-04 -3.05908751e-02  1.48375301e-01 -2.42391756e-01
 -1.29552065e-01  2.43031663e-01 -9.97008227e-02  3.47128729e-02
  7.77029835e-03 -2.67938170e-01 -2.13138868e-01  2.72093410e-01
  4.30391424e-01  3.17792737e-02 -9.43821158e-02  4.35095155e-01
  7.53760492e-01  2.10346547e-01  8.33541095e-02  1.11992022e-01
  5.28895537e-01  2.36582731e-01 -2.29826311e-01  1.65769135e-01
  6.90850162e-02 -3.21158481e-01 -3.32984293e-01  8.42350204e-02
  2.05983545e-01]",1
